geoid,name,total_population,total_population_25_over,median_income,median_home_value,educational_attainment,white_alone,black_alone,native_alone,asian_alone,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino,city,metro_area,total_population_25_under,proportion_25_under
24031701409,"Census Tract 7014.09, Montgomery County, Maryland",4741,3386.0,125694.0,479000.0,1752.0,1664.0,1134.0,0.0,844.0,0.0,222.0,182.0,695.0,Washington,Washington-Arlington-Alexandria,1355.0,0.2858046825564227
24031701503,"Census Tract 7015.03, Montgomery County, Maryland",6910,5047.0,115208.0,390600.0,2137.0,2011.0,2457.0,0.0,1230.0,0.0,200.0,127.0,885.0,Washington,Washington-Arlington-Alexandria,1863.0,0.2696092619392185
24031702402,"Census Tract 7024.02, Montgomery County, Maryland",4306,3109.0,68575.0,526400.0,2201.0,2330.0,1125.0,0.0,208.0,0.0,0.0,231.0,412.0,Washington,Washington-Arlington-Alexandria,1197.0,0.2779842080817464
24031703201,"Census Tract 7032.01, Montgomery County, Maryland",7946,5514.0,111264.0,418300.0,2795.0,3711.0,516.0,0.0,1100.0,97.0,70.0,389.0,2063.0,Washington,Washington-Arlington-Alexandria,2432.0,0.306065945129625
24031703215,"Census Tract 7032.15, Montgomery County, Maryland",3295,2202.0,79881.0,446000.0,944.0,848.0,884.0,0.0,370.0,21.0,36.0,63.0,1073.0,Washington,Washington-Arlington-Alexandria,1093.0,0.33171471927162366
24031703601,"Census Tract 7036.01, Montgomery County, Maryland",4812,3204.0,99907.0,392200.0,1710.0,2195.0,441.0,0.0,454.0,0.0,37.0,327.0,1358.0,Washington,Washington-Arlington-Alexandria,1608.0,0.3341645885286783
24031704300,"Census Tract 7043, Montgomery County, Maryland",4040,2622.0,176250.0,702800.0,2116.0,3412.0,34.0,9.0,206.0,0.0,0.0,116.0,272.0,Washington,Washington-Arlington-Alexandria,1418.0,0.35099009900990097
24031704401,"Census Tract 7044.01, Montgomery County, Maryland",3477,2461.0,184459.0,732800.0,1855.0,2309.0,155.0,0.0,473.0,0.0,0.0,106.0,434.0,Washington,Washington-Arlington-Alexandria,1016.0,0.2922059246476848
24031705100,"Census Tract 7051, Montgomery County, Maryland",5168,3788.0,201534.0,929800.0,3077.0,4001.0,408.0,6.0,250.0,0.0,32.0,78.0,395.0,Washington,Washington-Arlington-Alexandria,1380.0,0.26702786377708976
24031705400,"Census Tract 7054, Montgomery County, Maryland",2960,1972.0,250001.0,1225200.0,1833.0,2644.0,16.0,4.0,80.0,0.0,9.0,93.0,114.0,Washington,Washington-Arlington-Alexandria,988.0,0.33378378378378376
24031700905,"Census Tract 7009.05, Montgomery County, Maryland",4159,2779.0,73158.0,626300.0,2331.0,1868.0,156.0,57.0,1662.0,0.0,0.0,169.0,247.0,Washington,Washington-Arlington-Alexandria,1380.0,0.33181053137773503
24031700711,"Census Tract 7007.11, Montgomery County, Maryland",6055,4055.0,103567.0,405600.0,2365.0,2482.0,812.0,0.0,1035.0,11.0,0.0,240.0,1475.0,Washington,Washington-Arlington-Alexandria,2000.0,0.33030553261767137
24031700812,"Census Tract 7008.12, Montgomery County, Maryland",4113,3031.0,91671.0,284200.0,1397.0,1671.0,590.0,0.0,627.0,0.0,52.0,84.0,1089.0,Washington,Washington-Arlington-Alexandria,1082.0,0.263068319961099
24031700819,"Census Tract 7008.19, Montgomery County, Maryland",7106,4616.0,88125.0,276700.0,1802.0,2403.0,1822.0,0.0,782.0,0.0,21.0,210.0,1868.0,Washington,Washington-Arlington-Alexandria,2490.0,0.35040810582606247
24031701307,"Census Tract 7013.07, Montgomery County, Maryland",4337,2873.0,159091.0,615100.0,1869.0,2301.0,572.0,37.0,1016.0,0.0,0.0,190.0,236.0,Washington,Washington-Arlington-Alexandria,1464.0,0.33756052570901546
24031702200,"Census Tract 7022, Montgomery County, Maryland",5040,3340.0,134458.0,467600.0,1969.0,2542.0,765.0,0.0,245.0,0.0,0.0,184.0,1304.0,Washington,Washington-Arlington-Alexandria,1700.0,0.3373015873015873
24031703206,"Census Tract 7032.06, Montgomery County, Maryland",3730,2664.0,93321.0,437000.0,1217.0,1351.0,815.0,0.0,632.0,0.0,16.0,60.0,856.0,Washington,Washington-Arlington-Alexandria,1066.0,0.2857908847184987
24031703207,"Census Tract 7032.07, Montgomery County, Maryland",6349,3519.0,58340.0,459400.0,1179.0,1226.0,1107.0,0.0,526.0,0.0,0.0,27.0,3463.0,Washington,Washington-Arlington-Alexandria,2830.0,0.44573948653331236
24031703212,"Census Tract 7032.12, Montgomery County, Maryland",9699,6800.0,104286.0,432500.0,3551.0,2369.0,2798.0,28.0,1662.0,0.0,0.0,448.0,2394.0,Washington,Washington-Arlington-Alexandria,2899.0,0.29889679348386433
24031704600,"Census Tract 7046, Montgomery County, Maryland",4993,3522.0,206500.0,850300.0,2859.0,3899.0,25.0,0.0,486.0,0.0,0.0,405.0,178.0,Washington,Washington-Arlington-Alexandria,1471.0,0.2946124574404166
24031705602,"Census Tract 7056.02, Montgomery County, Maryland",4877,3671.0,96250.0,583800.0,2979.0,3507.0,156.0,0.0,761.0,0.0,59.0,98.0,296.0,Washington,Washington-Arlington-Alexandria,1206.0,0.24728316588066435
24031705701,"Census Tract 7057.01, Montgomery County, Maryland",4584,3015.0,167683.0,927200.0,2685.0,3669.0,230.0,0.0,414.0,0.0,0.0,33.0,238.0,Washington,Washington-Arlington-Alexandria,1569.0,0.34227748691099474
24031706005,"Census Tract 7060.05, Montgomery County, Maryland",4447,3176.0,227778.0,1183200.0,2697.0,3015.0,156.0,0.0,849.0,0.0,9.0,57.0,361.0,Washington,Washington-Arlington-Alexandria,1271.0,0.2858106588711491
24031703901,"Census Tract 7039.01, Montgomery County, Maryland",3349,2305.0,127411.0,435700.0,1430.0,1830.0,457.0,81.0,214.0,0.0,26.0,175.0,580.0,Washington,Washington-Arlington-Alexandria,1044.0,0.31173484622275305
24031705702,"Census Tract 7057.02, Montgomery County, Maryland",4559,3097.0,195125.0,986800.0,2631.0,3836.0,39.0,0.0,228.0,0.0,32.0,79.0,345.0,Washington,Washington-Arlington-Alexandria,1462.0,0.3206843606053959
24031705800,"Census Tract 7058, Montgomery County, Maryland",6041,4156.0,193421.0,951700.0,3527.0,4867.0,33.0,18.0,566.0,11.0,0.0,222.0,342.0,Washington,Washington-Arlington-Alexandria,1885.0,0.3120344313855322
24031705903,"Census Tract 7059.03, Montgomery County, Maryland",4377,2939.0,228816.0,992600.0,2594.0,3205.0,63.0,0.0,780.0,0.0,8.0,144.0,177.0,Washington,Washington-Arlington-Alexandria,1438.0,0.32853552661640395
24031701414,"Census Tract 7014.14, Montgomery County, Maryland",7520,5023.0,103105.0,421400.0,2330.0,1611.0,2924.0,4.0,1545.0,16.0,0.0,306.0,1114.0,Washington,Washington-Arlington-Alexandria,2497.0,0.33204787234042554
24031701313,"Census Tract 7013.13, Montgomery County, Maryland",3738,2574.0,133589.0,497800.0,1651.0,2193.0,456.0,0.0,514.0,0.0,0.0,156.0,419.0,Washington,Washington-Arlington-Alexandria,1164.0,0.3113964686998395
24031701418,"Census Tract 7014.18, Montgomery County, Maryland",3481,2341.0,110714.0,334400.0,1351.0,634.0,1630.0,12.0,744.0,0.0,0.0,98.0,375.0,Washington,Washington-Arlington-Alexandria,1140.0,0.3274920999712726
24031704805,"Census Tract 7048.05, Montgomery County, Maryland",2006,1684.0,96875.0,819900.0,1419.0,1380.0,108.0,0.0,370.0,0.0,0.0,8.0,140.0,Washington,Washington-Arlington-Alexandria,322.0,0.16051844466600199
24031705501,"Census Tract 7055.01, Montgomery County, Maryland",2595,2153.0,108011.0,850000.0,1814.0,2071.0,59.0,0.0,184.0,0.0,10.0,32.0,239.0,Washington,Washington-Arlington-Alexandria,442.0,0.17032755298651253
24031700613,"Census Tract 7006.13, Montgomery County, Maryland",6360,4209.0,131159.0,519600.0,2990.0,2630.0,985.0,0.0,2127.0,0.0,0.0,94.0,524.0,Washington,Washington-Arlington-Alexandria,2151.0,0.33820754716981133
24031700834,"Census Tract 7008.34, Montgomery County, Maryland",5282,3483.0,79559.0,239700.0,1398.0,1298.0,1839.0,29.0,440.0,0.0,23.0,252.0,1430.0,Washington,Washington-Arlington-Alexandria,1799.0,0.3405906853464597
24031704403,"Census Tract 7044.03, Montgomery County, Maryland",1637,1439.0,86920.0,224400.0,1061.0,1218.0,38.0,0.0,152.0,0.0,0.0,69.0,160.0,Washington,Washington-Arlington-Alexandria,198.0,0.1209529627367135
24031701422,"Census Tract 7014.22, Montgomery County, Maryland",3282,2034.0,53308.0,-666666666.0,678.0,129.0,2593.0,0.0,190.0,0.0,0.0,112.0,258.0,Washington,Washington-Arlington-Alexandria,1248.0,0.3802559414990859
24031700207,"Census Tract 7002.07, Montgomery County, Maryland",5699,3604.0,101946.0,321500.0,1428.0,3041.0,683.0,38.0,492.0,0.0,0.0,331.0,1140.0,Washington,Washington-Arlington-Alexandria,2095.0,0.3676083523425162
24031700835,"Census Tract 7008.35, Montgomery County, Maryland",4857,3133.0,131528.0,475900.0,1839.0,1504.0,812.0,32.0,1416.0,0.0,0.0,102.0,1023.0,Washington,Washington-Arlington-Alexandria,1724.0,0.35495161622400656
24031700312,"Census Tract 7003.12, Montgomery County, Maryland",6415,4080.0,130329.0,457600.0,2338.0,3018.0,1236.0,16.0,1114.0,0.0,59.0,119.0,853.0,Washington,Washington-Arlington-Alexandria,2335.0,0.36399064692127825
24031700208,"Census Tract 7002.08, Montgomery County, Maryland",2385,1515.0,136625.0,427100.0,719.0,1874.0,124.0,0.0,98.0,0.0,14.0,31.0,244.0,Washington,Washington-Arlington-Alexandria,870.0,0.36477987421383645
24031701317,"Census Tract 7013.17, Montgomery County, Maryland",4503,3028.0,167629.0,689400.0,1796.0,3024.0,456.0,70.0,576.0,0.0,0.0,65.0,382.0,Washington,Washington-Arlington-Alexandria,1475.0,0.327559404841217
24031700104,"Census Tract 7001.04, Montgomery County, Maryland",5652,3470.0,114762.0,357000.0,1894.0,1928.0,1141.0,0.0,642.0,0.0,0.0,235.0,1706.0,Washington,Washington-Arlington-Alexandria,2182.0,0.38605803255484783
24031700105,"Census Tract 7001.05, Montgomery County, Maryland",6266,4423.0,111719.0,361000.0,2616.0,3184.0,635.0,0.0,1487.0,0.0,69.0,355.0,536.0,Washington,Washington-Arlington-Alexandria,1843.0,0.2941270347909352
24031700720,"Census Tract 7007.20, Montgomery County, Maryland",3755,2482.0,98092.0,436900.0,923.0,986.0,761.0,0.0,583.0,0.0,67.0,249.0,1109.0,Washington,Washington-Arlington-Alexandria,1273.0,0.33901464713715046
24031700830,"Census Tract 7008.30, Montgomery County, Maryland",3193,2115.0,68929.0,358300.0,909.0,486.0,958.0,0.0,769.0,0.0,16.0,40.0,924.0,Washington,Washington-Arlington-Alexandria,1078.0,0.3376135295959912
24031700311,"Census Tract 7003.11, Montgomery County, Maryland",10025,6263.0,131438.0,442400.0,4257.0,3566.0,1495.0,158.0,3391.0,0.0,27.0,315.0,1176.0,Washington,Washington-Arlington-Alexandria,3762.0,0.3752618453865337
24031700833,"Census Tract 7008.33, Montgomery County, Maryland",4002,2674.0,88137.0,365300.0,1146.0,914.0,704.0,0.0,879.0,0.0,0.0,170.0,1335.0,Washington,Washington-Arlington-Alexandria,1328.0,0.33183408295852074
24031700722,"Census Tract 7007.22, Montgomery County, Maryland",4725,3269.0,74602.0,263800.0,1375.0,1201.0,1330.0,56.0,954.0,0.0,0.0,144.0,1085.0,Washington,Washington-Arlington-Alexandria,1456.0,0.30814814814814817
24031700614,"Census Tract 7006.14, Montgomery County, Maryland",5303,3623.0,66344.0,199600.0,1561.0,1922.0,965.0,0.0,591.0,0.0,59.0,228.0,1538.0,Washington,Washington-Arlington-Alexandria,1680.0,0.31680181029605886
24031700611,"Census Tract 7006.11, Montgomery County, Maryland",6356,3901.0,173393.0,589900.0,2821.0,1752.0,815.0,0.0,3003.0,0.0,0.0,164.0,622.0,Washington,Washington-Arlington-Alexandria,2455.0,0.38624921334172435
24031700616,"Census Tract 7006.16, Montgomery County, Maryland",4753,3240.0,164265.0,615100.0,2326.0,2685.0,92.0,0.0,1151.0,0.0,8.0,315.0,502.0,Washington,Washington-Arlington-Alexandria,1513.0,0.31832526825163054
24031700820,"Census Tract 7008.20, Montgomery County, Maryland",2769,1808.0,73733.0,533600.0,924.0,581.0,776.0,16.0,558.0,0.0,53.0,97.0,704.0,Washington,Washington-Arlington-Alexandria,961.0,0.3470566991693752
24031700823,"Census Tract 7008.23, Montgomery County, Maryland",3446,2484.0,120909.0,388300.0,1634.0,1951.0,381.0,0.0,670.0,0.0,0.0,73.0,371.0,Washington,Washington-Arlington-Alexandria,962.0,0.2791642484039466
24031700829,"Census Tract 7008.29, Montgomery County, Maryland",3210,2406.0,125469.0,424600.0,1782.0,1446.0,109.0,14.0,1026.0,0.0,0.0,247.0,368.0,Washington,Washington-Arlington-Alexandria,804.0,0.2504672897196262
24031700822,"Census Tract 7008.22, Montgomery County, Maryland",1850,1162.0,71818.0,124900.0,489.0,494.0,241.0,19.0,340.0,0.0,22.0,52.0,682.0,Washington,Washington-Arlington-Alexandria,688.0,0.37189189189189187
24031700826,"Census Tract 7008.26, Montgomery County, Maryland",5575,4028.0,120550.0,513400.0,3417.0,4184.0,188.0,0.0,877.0,0.0,0.0,57.0,269.0,Washington,Washington-Arlington-Alexandria,1547.0,0.2774887892376682
24031700824,"Census Tract 7008.24, Montgomery County, Maryland",2866,1874.0,134917.0,674700.0,1375.0,1929.0,257.0,25.0,413.0,0.0,0.0,152.0,90.0,Washington,Washington-Arlington-Alexandria,992.0,0.34612700628053034
24031700615,"Census Tract 7006.15, Montgomery County, Maryland",3008,2026.0,171667.0,626800.0,1651.0,2191.0,172.0,0.0,375.0,0.0,0.0,91.0,179.0,Washington,Washington-Arlington-Alexandria,982.0,0.32646276595744683
24031701220,"Census Tract 7012.20, Montgomery County, Maryland",3904,2581.0,193226.0,877800.0,2032.0,1830.0,215.0,9.0,1553.0,0.0,14.0,163.0,129.0,Washington,Washington-Arlington-Alexandria,1323.0,0.33888319672131145
24031700718,"Census Tract 7007.18, Montgomery County, Maryland",5398,4174.0,109792.0,538200.0,3050.0,2720.0,886.0,64.0,1078.0,0.0,17.0,222.0,429.0,Washington,Washington-Arlington-Alexandria,1224.0,0.22675064838829195
24031700717,"Census Tract 7007.17, Montgomery County, Maryland",7474,4678.0,64911.0,337200.0,1676.0,1495.0,1765.0,0.0,640.0,0.0,27.0,185.0,3362.0,Washington,Washington-Arlington-Alexandria,2796.0,0.3740968691463741
24031700719,"Census Tract 7007.19, Montgomery County, Maryland",9738,5876.0,65045.0,236700.0,1750.0,1979.0,1847.0,0.0,838.0,0.0,114.0,116.0,4844.0,Washington,Washington-Arlington-Alexandria,3862.0,0.3965906757034299
24031700713,"Census Tract 7007.13, Montgomery County, Maryland",5873,3523.0,55670.0,244500.0,939.0,849.0,1592.0,0.0,728.0,0.0,0.0,94.0,2610.0,Washington,Washington-Arlington-Alexandria,2350.0,0.40013621658436915
24031701211,"Census Tract 7012.11, Montgomery County, Maryland",6467,4828.0,84886.0,573600.0,3106.0,2677.0,1042.0,21.0,1679.0,13.0,292.0,242.0,501.0,Washington,Washington-Arlington-Alexandria,1639.0,0.2534405443018401
24031701304,"Census Tract 7013.04, Montgomery County, Maryland",6008,4267.0,122569.0,456300.0,2393.0,4297.0,268.0,25.0,463.0,13.0,32.0,144.0,766.0,Washington,Washington-Arlington-Alexandria,1741.0,0.289780292942743
24031701702,"Census Tract 7017.02, Montgomery County, Maryland",2657,1652.0,50000.0,509800.0,653.0,659.0,913.0,14.0,183.0,0.0,4.0,88.0,797.0,Washington,Washington-Arlington-Alexandria,1005.0,0.37824614226571324
24031700310,"Census Tract 7003.10, Montgomery County, Maryland",6482,4712.0,75393.0,303100.0,2070.0,2579.0,1465.0,21.0,909.0,0.0,43.0,219.0,1267.0,Washington,Washington-Arlington-Alexandria,1770.0,0.2730638691761802
24031703403,"Census Tract 7034.03, Montgomery County, Maryland",3580,2424.0,80188.0,323000.0,679.0,804.0,463.0,4.0,486.0,5.0,0.0,49.0,1769.0,Washington,Washington-Arlington-Alexandria,1156.0,0.3229050279329609
24031703902,"Census Tract 7039.02, Montgomery County, Maryland",7460,5097.0,92147.0,370000.0,2348.0,2379.0,1344.0,9.0,998.0,11.0,0.0,224.0,2495.0,Washington,Washington-Arlington-Alexandria,2363.0,0.31675603217158177
24031700813,"Census Tract 7008.13, Montgomery County, Maryland",5923,3854.0,74091.0,267900.0,1601.0,1650.0,1305.0,16.0,584.0,0.0,39.0,230.0,2115.0,Washington,Washington-Arlington-Alexandria,2069.0,0.3493162248860375
24031701703,"Census Tract 7017.03, Montgomery County, Maryland",3605,2469.0,96985.0,422800.0,1567.0,1594.0,1215.0,0.0,383.0,0.0,0.0,65.0,348.0,Washington,Washington-Arlington-Alexandria,1136.0,0.31511789181692096
24031701704,"Census Tract 7017.04, Montgomery County, Maryland",3023,2009.0,121089.0,536600.0,1309.0,1648.0,745.0,0.0,114.0,0.0,0.0,125.0,391.0,Washington,Washington-Arlington-Alexandria,1014.0,0.33542838240158784
24031702302,"Census Tract 7023.02, Montgomery County, Maryland",4018,2635.0,81473.0,489800.0,1510.0,1699.0,1045.0,7.0,259.0,0.0,15.0,306.0,694.0,Washington,Washington-Arlington-Alexandria,1383.0,0.3442010950721752
24031702602,"Census Tract 7026.02, Montgomery County, Maryland",5172,3563.0,64375.0,242300.0,2376.0,1974.0,1886.0,12.0,407.0,0.0,0.0,94.0,811.0,Washington,Washington-Arlington-Alexandria,1609.0,0.3110982211910286
24031703209,"Census Tract 7032.09, Montgomery County, Maryland",6466,4367.0,92176.0,400600.0,2526.0,2393.0,1290.0,31.0,771.0,132.0,0.0,336.0,1513.0,Washington,Washington-Arlington-Alexandria,2099.0,0.3246210949582431
24031700204,"Census Tract 7002.04, Montgomery County, Maryland",1943,1443.0,94583.0,412700.0,558.0,1684.0,20.0,0.0,105.0,0.0,0.0,0.0,134.0,Washington,Washington-Arlington-Alexandria,500.0,0.2573340195573855
24031700304,"Census Tract 7003.04, Montgomery County, Maryland",8499,5637.0,123906.0,469900.0,3407.0,2703.0,1751.0,177.0,3030.0,0.0,0.0,136.0,815.0,Washington,Washington-Arlington-Alexandria,2862.0,0.33674549947052596
24031700704,"Census Tract 7007.04, Montgomery County, Maryland",3299,2337.0,88750.0,380900.0,954.0,1061.0,203.0,15.0,870.0,4.0,35.0,68.0,1058.0,Washington,Washington-Arlington-Alexandria,962.0,0.29160351621703545
24031700816,"Census Tract 7008.16, Montgomery County, Maryland",8953,5960.0,83940.0,314600.0,3375.0,2157.0,1963.0,29.0,2222.0,0.0,0.0,158.0,2424.0,Washington,Washington-Arlington-Alexandria,2993.0,0.33430135150228973
24031700903,"Census Tract 7009.03, Montgomery County, Maryland",2291,1445.0,74444.0,370400.0,501.0,680.0,382.0,6.0,286.0,0.0,21.0,26.0,896.0,Washington,Washington-Arlington-Alexandria,846.0,0.36927106067219556
24031701101,"Census Tract 7011.01, Montgomery County, Maryland",4862,3408.0,130658.0,358900.0,1630.0,1993.0,245.0,0.0,694.0,0.0,36.0,176.0,1718.0,Washington,Washington-Arlington-Alexandria,1454.0,0.2990538872891814
24031701410,"Census Tract 7014.10, Montgomery County, Maryland",9252,5717.0,96262.0,297600.0,2836.0,1473.0,4900.0,0.0,1345.0,0.0,42.0,318.0,1174.0,Washington,Washington-Arlington-Alexandria,3535.0,0.3820795503674881
24031701505,"Census Tract 7015.05, Montgomery County, Maryland",7273,4877.0,85799.0,397700.0,2621.0,1757.0,3418.0,0.0,516.0,0.0,27.0,200.0,1355.0,Washington,Washington-Arlington-Alexandria,2396.0,0.3294376460882717
24031701701,"Census Tract 7017.01, Montgomery County, Maryland",3487,2379.0,113698.0,642400.0,1668.0,2133.0,768.0,12.0,146.0,0.0,0.0,261.0,167.0,Washington,Washington-Arlington-Alexandria,1108.0,0.31775164898193287
24031702800,"Census Tract 7028, Montgomery County, Maryland",5209,3942.0,96372.0,557600.0,2952.0,2723.0,1186.0,52.0,277.0,19.0,57.0,49.0,846.0,Washington,Washington-Arlington-Alexandria,1267.0,0.24323286619312728
24031703202,"Census Tract 7032.02, Montgomery County, Maryland",5964,4364.0,121835.0,460100.0,2693.0,3916.0,398.0,44.0,643.0,0.0,0.0,114.0,871.0,Washington,Washington-Arlington-Alexandria,1600.0,0.2682763246143528
24031703301,"Census Tract 7033.01, Montgomery County, Maryland",5277,3596.0,94583.0,333100.0,1223.0,1510.0,459.0,0.0,801.0,0.0,0.0,91.0,2416.0,Washington,Washington-Arlington-Alexandria,1681.0,0.3185522076937654
24031700608,"Census Tract 7006.08, Montgomery County, Maryland",6040,4259.0,242438.0,1177000.0,3222.0,3004.0,312.0,0.0,1993.0,0.0,15.0,225.0,491.0,Washington,Washington-Arlington-Alexandria,1781.0,0.2948675496688742
24031700706,"Census Tract 7007.06, Montgomery County, Maryland",4482,2970.0,85091.0,387400.0,1678.0,1310.0,1094.0,0.0,1042.0,0.0,15.0,45.0,976.0,Washington,Washington-Arlington-Alexandria,1512.0,0.3373493975903614
24031701202,"Census Tract 7012.02, Montgomery County, Maryland",2797,1923.0,160833.0,654500.0,1546.0,2306.0,21.0,0.0,98.0,0.0,0.0,88.0,284.0,Washington,Washington-Arlington-Alexandria,874.0,0.3124776546299607
24031701206,"Census Tract 7012.06, Montgomery County, Maryland",6417,4177.0,170000.0,675200.0,3314.0,4103.0,85.0,17.0,1350.0,0.0,0.0,22.0,857.0,Washington,Washington-Arlington-Alexandria,2240.0,0.34907277544023685
24031701212,"Census Tract 7012.12, Montgomery County, Maryland",2924,2045.0,150208.0,587200.0,1409.0,1845.0,140.0,0.0,602.0,0.0,0.0,79.0,258.0,Washington,Washington-Arlington-Alexandria,879.0,0.3006155950752394
24031702000,"Census Tract 7020, Montgomery County, Maryland",5738,3369.0,54250.0,249600.0,534.0,465.0,883.0,49.0,537.0,0.0,0.0,69.0,3784.0,Washington,Washington-Arlington-Alexandria,2369.0,0.4128616242593238
24031701213,"Census Tract 7012.13, Montgomery County, Maryland",7148,5653.0,114035.0,471900.0,4536.0,4962.0,540.0,10.0,888.0,0.0,66.0,121.0,571.0,Washington,Washington-Arlington-Alexandria,1495.0,0.2091494124230554
24031701215,"Census Tract 7012.15, Montgomery County, Maryland",4915,3960.0,94559.0,343100.0,2867.0,3306.0,269.0,0.0,709.0,0.0,16.0,155.0,460.0,Washington,Washington-Arlington-Alexandria,955.0,0.1943031536113937
24031701506,"Census Tract 7015.06, Montgomery County, Maryland",5224,3886.0,126705.0,462600.0,2370.0,2360.0,1526.0,6.0,508.0,0.0,32.0,167.0,631.0,Washington,Washington-Arlington-Alexandria,1338.0,0.25612557427258803
24031703000,"Census Tract 7030, Montgomery County, Maryland",1887,1312.0,133542.0,448400.0,818.0,1128.0,179.0,3.0,58.0,0.0,55.0,110.0,354.0,Washington,Washington-Arlington-Alexandria,575.0,0.3047164811870694
24031703208,"Census Tract 7032.08, Montgomery County, Maryland",5572,3557.0,121477.0,449400.0,2391.0,3818.0,576.0,0.0,250.0,14.0,0.0,124.0,790.0,Washington,Washington-Arlington-Alexandria,2015.0,0.36162957645369703
24031703214,"Census Tract 7032.14, Montgomery County, Maryland",7910,4861.0,65353.0,423200.0,1600.0,812.0,2377.0,0.0,565.0,0.0,278.0,83.0,3795.0,Washington,Washington-Arlington-Alexandria,3049.0,0.3854614412136536
24031703501,"Census Tract 7035.01, Montgomery County, Maryland",6438,4539.0,63093.0,308900.0,969.0,1430.0,1767.0,0.0,256.0,0.0,260.0,103.0,2622.0,Washington,Washington-Arlington-Alexandria,1899.0,0.29496738117427773
24031703502,"Census Tract 7035.02, Montgomery County, Maryland",2828,2010.0,82964.0,439900.0,1224.0,1430.0,411.0,25.0,351.0,0.0,0.0,171.0,465.0,Washington,Washington-Arlington-Alexandria,818.0,0.28925035360678925
24031703602,"Census Tract 7036.02, Montgomery County, Maryland",3257,2469.0,131384.0,510500.0,1393.0,1973.0,321.0,4.0,163.0,0.0,39.0,66.0,691.0,Washington,Washington-Arlington-Alexandria,788.0,0.2419404359840344
24031704000,"Census Tract 7040, Montgomery County, Maryland",6577,4550.0,82829.0,394900.0,2641.0,2804.0,1406.0,0.0,728.0,0.0,0.0,166.0,1473.0,Washington,Washington-Arlington-Alexandria,2027.0,0.3081952257868329
24031704501,"Census Tract 7045.01, Montgomery County, Maryland",3622,2392.0,139643.0,661200.0,1866.0,2285.0,173.0,0.0,433.0,0.0,40.0,181.0,510.0,Washington,Washington-Arlington-Alexandria,1230.0,0.33959138597459965
24031704503,"Census Tract 7045.03, Montgomery County, Maryland",4148,2677.0,208220.0,803100.0,2161.0,3243.0,141.0,0.0,340.0,0.0,0.0,173.0,251.0,Washington,Washington-Arlington-Alexandria,1471.0,0.35462873674059786
24031704700,"Census Tract 7047, Montgomery County, Maryland",3752,2527.0,250001.0,1251600.0,2268.0,3226.0,17.0,0.0,219.0,0.0,12.0,68.0,210.0,Washington,Washington-Arlington-Alexandria,1225.0,0.32649253731343286
24031705902,"Census Tract 7059.02, Montgomery County, Maryland",4170,2965.0,218417.0,988700.0,2559.0,2826.0,77.0,2.0,707.0,0.0,59.0,196.0,303.0,Washington,Washington-Arlington-Alexandria,1205.0,0.28896882494004794
24031706007,"Census Tract 7060.07, Montgomery County, Maryland",7561,5278.0,237298.0,999500.0,4394.0,4613.0,436.0,0.0,2081.0,6.0,0.0,152.0,273.0,Washington,Washington-Arlington-Alexandria,2283.0,0.3019441872768152
24031706009,"Census Tract 7060.09, Montgomery County, Maryland",5357,3775.0,250001.0,1143000.0,3049.0,3749.0,202.0,0.0,781.0,0.0,0.0,34.0,591.0,Washington,Washington-Arlington-Alexandria,1582.0,0.29531454172111254
24031701408,"Census Tract 7014.08, Montgomery County, Maryland",6700,4514.0,120644.0,493800.0,2688.0,3013.0,1902.0,4.0,1080.0,0.0,0.0,263.0,438.0,Washington,Washington-Arlington-Alexandria,2186.0,0.3262686567164179
24031701007,"Census Tract 7010.07, Montgomery County, Maryland",3206,2371.0,107375.0,733900.0,1628.0,1651.0,581.0,10.0,756.0,0.0,0.0,140.0,68.0,Washington,Washington-Arlington-Alexandria,835.0,0.26044915782907047
24031701006,"Census Tract 7010.06, Montgomery County, Maryland",5448,3841.0,149539.0,647900.0,2969.0,3379.0,106.0,0.0,1366.0,0.0,0.0,121.0,476.0,Washington,Washington-Arlington-Alexandria,1607.0,0.2949706314243759
24031701221,"Census Tract 7012.21, Montgomery County, Maryland",4411,3016.0,129313.0,1012500.0,2253.0,2089.0,421.0,40.0,1634.0,0.0,0.0,174.0,53.0,Washington,Washington-Arlington-Alexandria,1395.0,0.3162548175017003
24031700828,"Census Tract 7008.28, Montgomery County, Maryland",2221,1541.0,137396.0,608900.0,1185.0,1434.0,53.0,3.0,592.0,0.0,0.0,71.0,68.0,Washington,Washington-Arlington-Alexandria,680.0,0.30616839261593876
24031700724,"Census Tract 7007.24, Montgomery County, Maryland",3635,2318.0,48901.0,327800.0,571.0,320.0,742.0,30.0,474.0,0.0,14.0,21.0,2064.0,Washington,Washington-Arlington-Alexandria,1317.0,0.36231086657496564
24031700723,"Census Tract 7007.23, Montgomery County, Maryland",3720,3191.0,55450.0,306300.0,1475.0,2015.0,576.0,10.0,338.0,0.0,11.0,72.0,698.0,Washington,Washington-Arlington-Alexandria,529.0,0.14220430107526882
24031700832,"Census Tract 7008.32, Montgomery County, Maryland",3322,2128.0,71976.0,260900.0,705.0,834.0,674.0,0.0,339.0,0.0,0.0,152.0,1323.0,Washington,Washington-Arlington-Alexandria,1194.0,0.35942203491872365
